barcode,dateaccessioned,title,editionstatement,author,Subject,Callnumber,Shelving_location,itemtype,price
224DB0860,12/02/2013,"PROBABILITY AND STATISTICS WITH RELIABILITY, QUEUING AND COMPUTER SCIENCE APPLICATIONS",,TRIVEDI KISHOR ,ME-E&amp;TC,519.24/TRI,,DB,
224DB0861,12/03/2013,LET US C,8,KANETKAR Y. ,COMPUTER,005.133C/KAN,,DB,
224DB0862,12/03/2013,LET US C,11,KANETKAR Y. ,COMPUTER,005.133C/KAN,,DB,
224DB0863,12/03/2013,TEST YOUR C SKILLS,5,KANETKAR Y. ,COMPUTER,005.133C/KAN,,DB,
224DB0864,12/03/2013,"COMPUTER FUNDAMENTALS CONCEPTS, SYSTEMS AND APPLIC",6,SINHA PRADEEP K ,COMPUTER,004/SIN,,DB,
224DB0865,14/03/2013,OBJECT-ORIENTED PROGRAMMING WITH C++,5,BALAGRUSAMY E ,COMPUTER,005.12/BAL,,DB,
224DB0866,02/04/2013,LET US C,12,KANETKAR Y. ,E &amp; TC,005.133C/KAN,,DB,
224DB0867,02/04/2013,LET US C,12,KANETKAR Y. ,E &amp; TC,005.133C/KAN,,DB,
224DB0868,02/04/2013,EMBEDDED SYSTEM DESIGN A UNIFIED H S INTRODUCTION,,VAHID FRANK ,E &amp; TC,004.22/VAH,,DB,
224DB0869,02/04/2013,WIRELESS AND MOBILE NETWORK ARCHITECTURES,2,LIN Y.  ,E &amp; TC,510/BAP,,DB,183.3
224DB0870,02/05/2013,PROGRAMMING IN ANSI C,3,BALAGRUSAMY E ,COMPUTER,005.133C/BAL,,DB,
224DB0871,23/04/2013,ADVANCED MICROPROCESSORS AND PERIPHERIALS,3,BHURCHANDI K.M. ,E &amp; TC,004.16/BHU,,DB,
224DB0872,23/03/2013,FUNDAMENTALS OF DATA STRUCTURES IN C,2,HOROWITZ ELLIS ,COMPUTER,5.73,,DB,
224DB0873,23/04/2013,FUNDAMENTALS OF DATABASE SYSTEMS,5,ELMASRI RAMEZ ,COMPUTER,005.74/ELM,,DB,
224DB0874,23/04/2013,DATA MINING CONCEPTS AND TECHNIQUES,,HAN JIAWEI ,COMPUTER,005.74/HAN,,DB,
224DB0875,23/04/2013,PROGRAMMING WITH JAVA:,4,BALGURUSAMY E. ,COMPUTER,005.133J/BAL,,DB,
224DB0876,23/04/2013,GRAPHICS UNDER C,,KANETKAR Y. ,COMPUTER,005.133C,,DB,
224DB0877,23/04/2013,COMPUTER SCIENCE  A STRICTURED PROGRAMING APPROACH USING C,,FOROUZAN BEHROUZ ,COMPUTER,004/FOR,,DB,
224DB0878,23/04/2013,GATE (E&TC) 2014,,CHAUHAN A. ,E &amp; TC,371.26/CHA,,DB,
224DB0879,06/05/2013,8051 MICROCONTROLLER AND EMBEDDED SYSTEMS,1,MAZIDI MUHAMMAD  ,COMPUTER,629.895/MAZ,,DB,
224DB0880,06/05/2013,LET US C,12,KANETKAR Y. ,E &amp; TC,005.133C/KAN,,DB,
224DB0881,06/05/2013,LET US C,12,KANETKAR Y. ,E &amp; TC,005.133C/KAN,,DB,
224DB0882,06/05/2013,PROGRAMMING WITH JAVA  A PRIMER,3,BALAGRUSAMY E ,COMPUTER,005.133J/BAL,,DB,
224DB0883,06/05/2013,ARTIFICIALS INTELLIGENCE,2,RUSSELL STUART ,COMPUTER,006.3/RUS,,DB,
224DB0884,07/05/2013,LET US C,12,KANETKAR Y. ,E &amp; TC,005.133C/KAN,,DB,
224DB0885,25/05/2013,LET US C,12,KANETKAR Y. ,E &amp; TC,005.133C/KAN,,DB,
224DB0886,25/05/2013,LET US C,8,KANETKAR Y. ,COMPUTER,005.133C/KAN,,DB,
224DB0887,24/05/2013,UNDERSTANDING POINTERS IN C,4,KANETKAR Y. ,COMPUTER,005.133C/KAN,,DB,
224DB0888,24/05/2013,PROGRAMMING WITH JAVA A PRIMER,4,BALAGRUSAMY E ,COMPUTER,005.133J/BAL,,DB,
224DB0889,24/05/2013,PROGRAMMING WITH JAVA A PRIMER,4,BALAGRUSAMY E ,COMPUTER,005.133J/BAL,,DB,
224DB0890,24/05/2013,A PROGRAMMERS GUIDE TO JAVA SCJP,,MUGHAL KHALID A ,COMPUTER,005.133J/MUG,,DB,
224DB0891,24/05/2013,MOBILE COMPUTING PRINCIPLES,2,TALUKDAR A ,E &amp; TC,004.6/TAL,,DB,
224DB0892,24/05/2013,THE GIS BOOK,,KORTE G.B. ,IT,910.285/KOR,,DB,
224DB0893,24/05/2013,DISTRIBUTED OPERATING SYSTEMS CONCEPTS & PRACTICE,,SINHA PRADEEP K ,IT,005.43/SIN,,DB,
224DB0894,24/05/2013,FUNDAMENTALS OF COMPUTER ALGORITHMS,2,HOROWITZ ELLIS ,IT,005.12/HOR,,DB,
224DB0895,25/05/2013,LINUX TCP/IP STACK,,HERBERT THOMAS F ,COMPUTER,005.4468/HER,,DB,
224DB0896,25/05/2013,COMPLETE REFERENCE HTML AND CSS,5,POWELL T A ,COMPUTER,005.72/POW,,DB,
224DB0897,04/06/2013,SOFTWARE ENGINEERING AN ENGINEERING APPROCH,6,PRESSMAN ROGER ,COMPUTER,005.11/PRE,,DB,
224DB0898,05/06/2013,PROGRAMMING WITH JAVA A PRIMER,4,BALAGRUSAMY E ,COMPUTER,005.133J/BAL,,DB,
224DB0899,05/06/2013,PROGRAMMING WITH JAVA A PRIMER,4,BALAGRUSAMY E ,COMPUTER,005.133J/BAL,,DB,
224DB0900,25/06/2013,THINKING IN C++,2,BRUCE ECKEL ,COMPUTER,005.133C++/BRU,,DB,
224DB0901,25/06/2013,SYSTEM PROGRAMMING AND OPERATING SYSTEMS,2,DHAMDHERE D. M. ,COMPUTER,005.42/DHA,,DB,
224DB0902,25/06/2013,MONOCHROME AND COLOUR TELEVISION,,GULATI R R ,E &amp; TC,621.388/GUL,,DB,
224DB0903,25/06/2013,TEST YOUR C SKILLS,,KANETKAR Y. ,COMPUTER,005.133C/KAN,,DB,
224DB0904,25/06/2013,8051 MICROCONTROLLER AND EMBEDDED SYSTEMS,1,MAZIDI MUHAMMAD  ,COMPUTER,629.895/MAZ,,DB,
224DB0905,25/06/2013,COMPUTER SCIENCE A STRUCTURED PROGRAMMING APPROACH USING C,,FOROUZAN BEHROUZ ,COMPUTER,004/FOR,,DB,
224DB0906,25/06/2013,ART OF ELECTRONICS,2,HOROWITZ PAUL ,E &amp; TC,621.381/HOR,,DB,
224DB0907,28/06/2013,MOBILE COMPUTING PRINCIPLES,,TALUKDAR A ,E &amp; TC,004.6/TAL,,DB,
224DB0908,28/06/2013,POWER ELECTRONICS,2,SINGH M D ,E &amp; TC,621.317/SIN,,DB,
224DB0909,08/07/2013,TEST YOUR C SKILLS,5,KANETKAR Y. ,COMPUTER,005.133C/KAN,,DB,
224DB0910,08/07/2013,TEST YOUR C SKILLS,5,KANETKAR Y. ,COMPUTER,005.133C/KAN,,DB,
224DB0911,08/07/2013,8051 MICROCONTROLLER AND EMBEDDED SYSTEMS,1,MAZIDI MUHAMMAD  ,COMPUTER,629.895/MAZ,,DB,
224DB0912,06/08/2013,TEST YOUR C SKILLS,5,KANETKAR Y. ,COMPUTER,005.133C/KAN,,DB,
224DB0913,08/07/2013,FUNDAMENTALS OF ALGORITHMS,,BRASSARD GILLES ,IT,005.12/BRA,,DB,
224DB0914,10/08/2013,8051 MICROCONTROLLER AND EMBEDDED SYSTEMS,,MAZIDI MUHAMMAD ,E &amp; TC,629.895/MAZ,,DB,
224DB0915,10/08/2013,ENGINEERING CIRCUIT ANALYSIS,7,HAYT WILLIAM ,COMPUTER,621.3/HAY,,DB,
224DB0916,10/08/2013,RESEARCH METHODOLOGY,,KOTHARI C R ,ME-COMP,001.42/KOT,,DB,
224DB0917,13/08/2013,CONCEPTS OF PHYSICS,,VERMA H C ,COMPUTER,530/VER,,DB,
224DB0918,16/08/2013,DATABASE SYSTEM CONCEPTS,,SILBERSCHATZ ABRAHAM ,COMPUTER,005.74/SIL,,DB,1
224DB0919,16/08/2013,PROBLEM SOLVING AND PROGRAMMING CONCEPTS,7,SPRANKLE M ,IT,005.12/SPR,,DB,1
224DB0920,16/08/2013,ENGINEERING DRAWING,51,BHATT N.D. ,COMPUTER,604.2/BHA,,DB,1
224DB0921,16/08/2013,ADVANCED ENGINEERING MATHEMATICS,9,KREYSZING ERWIN ,COMPUTER,510/KRE,,DB,1
224DB0922,16/08/2013,TEST YOUR C SKILLS,,KANETKAR Y. ,COMPUTER,005.133C/KAN,,DB,1
224DB0923,16/08/2013,TEST YOUR C SKILLS,,KANETKAR Y. ,COMPUTER,005.133C/KAN,,DB,1
224DB0924,16/08/2013,LET US C,10,KANETKAR Y. ,COMPUTER,005.133C/KAN,,DB,1
224DB0925,16/08/2013,LET US C,11,KANETKAR Y. ,COMPUTER,005.133C/KAN,,DB,1
224DB0926,16/08/2013,TEST YOUR C++ SKILLS,,KANETKAR Y. ,COMPUTER,005.133C/KAN,,DB,1
224DB0927,16/08/2013,OPERATING SYSTEMS,6,STALLING WILLIAM ,COMPUTER,005.43/STA,,DB,1
224DB0928,16/08/2013,UML 2.0 IN A NUTSHELL,, PILONE DAN,COMPUTER,005.12/PIL,,DB,1
224DB0929,16/08/2013,PROGRAMMING WITH JAVA A PRIMER,,BALAGRUSAMY E ,COMPUTER,005.133J/BAL,,DB,1
224DB0930,16/08/2013,PROGRAMMING WITH JAVA A PRIMER,3,BALAGRUSAMY E ,COMPUTER,005.133J/BAL,,DB,1
224DB0931,15/10/2013,YOUR UNIX THE ULTIMATE GUIDE,,DAS SUMITABHA ,COMPUTER,005.4469/DAS,,DB,
224DB0932,15/10/2013,ADVANCED MS DOS PROGRAMMING,2,DANCAN RAY ,COMPUTER,005.4469/DAN,,DB,
224DB0933,15/10/2013,TEST YOUR C SKILLS,5,KANETKAR Y. ,COMPUTER,005.133C/KAN,,DB,
224DB0934,15/10/2013,SQL/PL/SQL:  THE PROGRAMMING LANGUAGE OF ORACLE,3,BAYROSS  IVAN ,COMPUTER,005.74/BAY,,DB,
224DB0935,15/10/2013,SQL/PL/SQL:  THE PROGRAMMING LANGUAGE OF ORACLE,4,BAYROSS  IVAN ,E &amp; TC,005.74/BAY,,DB,
224DB0936,15/10/2013,SQL/PL/SQL:  THE PROGRAMMING LANGUAGE OF ORACLE,4,BAYROSS  IVAN ,E &amp; TC,005.74/BAY,,DB,
224DB0937,15/10/2013,SQL/PL/SQL:  THE PROGRAMMING LANGUAGE OF ORACLE,4,BAYROSS  IVAN ,E &amp; TC,005.74/BAY,,DB,
224DB0938,15/10/2013,MODERN DIGITAL ELECTRONICS,4,JAIN R P ,E &amp; TC,621.395/JAI,,DB,
224DB0939,15/10/2013,QUANTITATIVE APTITUDE,,AGGARWAL R.S. ,COMPUTER,371.26,,DB,
224DB0940,15/10/2013,HOW TO SOLVE IT BY COMPUTER,,DROMEY R. G. ,COMPUTER,004/DRO,,DB,
224DB0941,22/10/2013,TEST YOUR C SKILLS,5,KANETKAR Y. ,COMPUTER,005.133C/KAN,,DB,
224DB0942,22/10/2013,TEST YOUR C SKILLS,5,KANETKAR Y. ,COMPUTER,005.133C/KAN,,DB,
224DB0943,22/10/2013,LET US C,11,KANETKAR Y. ,COMPUTER,005.133C/KAN,,DB,
224DB0944,22/10/2013,OBJECT-ORIENTED PROGRAMMING WITH C++,5, ,COMPUTER,005.12/BAL,,DB,
224DB0945,22/10/2013,SQL/PL/SQL:  THE PROGRAMMING LANGUAGE OF ORACLE,4,BAYROSS  IVAN ,E &amp; TC,005.74/BAY,,DB,
224DB0946,22/10/2013,LET US C,11,KANETKAR Y. ,COMPUTER,005.133C/KAN,,DB,
224DB0947,22/10/2013,OPERATING SYSTEMS,6,STALLING WILLIAM ,COMPUTER,005.43/STA,,DB,
224DB0948,22/10/2013,DIGITAL SIGNAL PROCESSING,4,BABU RAMESH P ,COMPUTER,621.3822/BAB,,DB,
224DB0949,22/10/2013,MS WINDOWS INTERNALS,,RUSSINOVICH M ,COMPUTER,005.43/RUS,,DB,
224DB0950,22/10/2013,THE UNIX PROGRAMMING ENVIROMENT,,KERNIGHAN BRIAN W. ,E &amp; TC,005.4469/KER,,DB,
224DB0951,22/10/2013,FUNDAMENTALS OF DATA STRUCTURES IN C,2,HOROWITZ ELLIS ,COMPUTER,5.73,,DB,
224DB0952,22/10/2013,DATA STRUCTURES ALGORITHMES AND APPLICATIONS IN C++,2,SAHNI S ,COMPUTER,005.12/SAH,,DB,
224DB0953,22/10/2013,CRYPTOGRAPHY AND NETWORK SECURITY :,1,KAHATE ATUL  ,ME-COMP,005.8/ KAH,,DB,180
224DB0954,22/10/2013,PROGRAMMING IN ANSI C,4,BALAGRUSAMY E ,E &amp; TC,005.133C/BAL,,DB,
224DB0955,22/10/2013,ENGINEERING DRAWING,,SHAH M B ,E &amp; TC,604.2/SHA,,DB,
224DB0956,22/10/2013,8051 MICROCONTROLLER AND EMBEDDED SYSTEMS,3,MAZIDI MUHAMMAD  ,COMPUTER,629.895/MAZ,,DB,
224DB0957,22/10/2013,CAT,,MUNEER M. ,COMPUTER,371.26/MUN,,DB,
224DB0958,31/10/2013,TEST YOUR C SKILLS,5,KANETKAR Y. ,E &amp; TC,005.133C,,DB,
224DB0959,31/10/2013,TEST YOUR C SKILLS,5,KANETKAR Y. ,E &amp; TC,005.133C,,DB,
224DB0960,31/10/2013,PROGRAMMING IN ANSI C,4,BALAGRUSAMY E ,E &amp; TC,005.133C/BAL,,DB,
224DB0961,31/10/2013,DATA STRUCTURES THROUGH C,2,KANETKAR Y. ,COMPUTER,005.73/KAN,,DB,
224DB0962,30/10/2013,POWER ELECTRONICS,2,SINGH M D ,E &amp; TC,621.317/SIN,,DB,
224DB0963,31/10/2013,QUANTITATIVE APTITUDE,,AGGARWAL R.S. ,COMPUTER,371.26/AGG,,DB,
224DB0964,31/10/2013,FUNDAMENTALS OF  ALGORITHMS,,BRASSARD GILLES ,COMPUTER,005.12/BRA,,DB,
224DB0965,31/10/2013,INTRODUCTION TO ALGORITHMS,,CORMEN THOMAS ,COMPUTER,005.12/COR,,DB,
224DB0966,31/10/2013,COMPUTER ORGANIZATION AND ARCHITECTURE,8,STALLINGS WILLIAM ,COMPUTER,004.22/STA,,DB,
224DB0967,31/10/2013,OBJECT-ORIENTED PROGRAMMING WITH C++,,BALAGRUSAMY E ,IT,005.12/BAL,,DB,
224DB0968,14/11/2013,LET US C,13,KANETKAR Y. ,COMPUTER,005.133C/KAN,,DB,
224DB0969,12/11/2013,LET US C,8,KANETKAR Y. ,COMPUTER,005.133C/KAN,,DB,
224DB0970,12/11/2013,LET US C,11,KANETKAR Y. ,COMPUTER,005.133C/KAN,,DB,
224DB0971,12/11/2013,DATA STRUCTURES THROUGH C,2,KANETKAR Y. ,COMPUTER,005.73/KAN,,DB,
224DB0972,15/11/2013,TEST YOUR C SKILLS,5,KANETKAR Y. ,E &amp; TC,005.133C,,DB,
224DB0973,12/11/2013,TEST YOUR C SKILLS,5,KANETKAR Y. ,E &amp; TC,005.133C,,DB,
224DB0974,12/11/2013,PROGRAMMING WITH JAVA A PRIMER,,BALAGRUSAMY E ,COMPUTER,005.133J/BAL,,DB,
224DB0975,12/11/2013,PROGRAMMING WITH JAVA A PRIMER,,BALAGRUSAMY E ,COMPUTER,005.133J/BAL,,DB,
224DB0976,12/11/2013,DIGITAL SIGNAL PROCESSING,4,BABU RAMESH P ,IT,621.3822/BAB,,DB,
224DB0977,12/11/2013,DIGITAL SIGNAL PROCESSING,4,BABU RAMESH P ,IT,621.3822/BAB,,DB,
224DB0978,12/11/2013,2 STATES:,,BHAGAT CHETAN ,COMPUTER,800/BHA,,DB,
224DB0979,12/11/2013,DATA STRUCTURES,,LIPSCHUTZ SEYMOUR ,COMPUTER,005.73/LIP,,DB,
224DB0980,14/11/2013,UML 2.0 IN A NUTSHELL,, ,COMPUTER,005.12/PEL,,DB,
224DB0981,14/11/2013,ADVANCED MS DOS PROGRAMMING,2,DUNCAN RAY ,COMPUTER,005.4469/DUN,,DB,
224DB0982,15/11/2013,COMMUNICATION SYSTEMS,3,CARLSON A BRUCE ,E &amp; TC,621.38/CAR,,DB,
224DB0983,14/11/2013,BARRONS NEW GRE 2013,19,GREEN S W ,COMPUTER,371.26/BAR,,DB,
224DB0984,14/11/2013,C PROGRAMMING LANGUAGE,2,KARNIGHAN B ,E &amp; TC,005.133C/KAR,,DB,
224DB0985,14/11/2013,DIGITAL SIGNAL PROCESSING,4,PROKIS JOHN ,IT,621.3822/PRO,,DB,
224DB0986,14/11/2013,ELECTRIC DEVICES AND CIRCUITS,4,SALIVAHANAN S ,E &amp; TC,621.3815/SAL,,DB,
224DB0987,14/11/2013,8051 MICROCONTROLLER AND EMBEDDED SYSTEMS,2,MAZADI M A ,E &amp; TC,629.895/MAZ,,DB,
224DB0988,14/11/2013,MODERN DIGITAL ELECTRONICS,,JAIN R P ,IT,621.395/JAI,,DB,
224DB0989,15/11/2013,QUANTITATIVE APTITUDE,,AGGARWAL R.S. ,COMPUTER,371.26,,DB,
224DB0990,16/11/2013,LET US C,11,KANETKAR Y. ,COMPUTER,005.133C/KAN,,DB,
224DB0991,16/11/2013,C PROGRAMMING LANGUAGE,2,KERNIGHAN BRIAN W. ,COMPUTER,005.133C/KER,,DB,
224DB0992,16/11/2013,C PROGRAMMING LANGUAGE,2,KERNIGHAN BRIAN W. ,COMPUTER,005.133C/KER,,DB,
224DB0993,24/11/2013,PROGRAMMING AND CUSTOMIZING THE PIC MICROCONTROLLER,3,PREDKO MYKE ,E &amp; TC,629.395/PRE,,DB,
224DB0994,24/11/2013,8051 MICROCONTROLLER AND EMBEDDED SYSTEMS,2,MAZIDI MUHAMMAD ,E &amp; TC,629.895/MAZ,,DB,
224DB0995,24/11/2013,PROGRAMMING IN ANSI C,,BALAGRUSAMY E ,COMPUTER,005.133C/BAL,,DB,
224DB0996,24/11/2013,PROGRAMMING IN ANSI C,,BALAGRUSAMY E ,COMPUTER,005.133C/BAL,,DB,
224DB0997,24/11/2013,OPERATING SYSTEMS PRINCIPLES,7,SILBERSCHATZ ABRAHAM ,IT,005.43/SIL,,DB,
224DB0998,24/11/2013,QUANTITATIVE APTITUDE,,AGGARWAL R.S. ,IT,371.26/AGG,,DB,
224DB0999,24/11/2013,RESEARCH METHODOLOGY,,CHAWLA DEEPAK ,IT,001.42/CHA,,DB,
224DB1000,29/11/2013,TEST YOUR C SKILLS,5,KANETKAR Y. ,E &amp; TC,005.133C,,DB,
224DB1001,29/11/2013,QUANTITATIVE APTITUDE,,AGGARWAL R.S. ,COMPUTER,371.26,,DB,
224DB1002,06/12/2013,TEST YOUR C SKILLS,2,KANETKAR Y. ,COMPUTER,005.133C/KAN,,DB,
224DB1003,06/12/2013,FUNDAMENTALS OF COMPUTER ALGORITHMS,,BRASSARD GILLES ,ME-E&amp;TC,005.12/BRA,,DB,
224DB1004,06/12/2013,ISDN AND BROADBAND ISDN WITH FRAME RELAY AND ATM,,STALLING WILLIAM ,E &amp; TC,621.382/STA,,DB,
224DB1005,06/12/2013,INSIDE THE IBM PC,,NORTEN PETER ,E &amp; TC,005.265/NOR,,DB,
224DB1006,06/12/2013,DATA NETWORKS,,BERTSEKAS DIMITRI ,E &amp; TC,004.65/BER,,DB,
224DB1007,06/12/2013,OPTICAL COMMUNICATIONS,,PRASAD R.S. ,E &amp; TC,005.1/IBM,,DB,
224DB1008,06/12/2013,NORTON UTILITIES MANUAL 4.0,,PETER NORTON,COMPUTER,005.1/NOR,,DB,
224DB1009,06/12/2013,DISK OPERATING SYSTEM TECH REF VER 3.30,, ,COMPUTER,005.7469/IBM,,DB,
224DB1010,06/12/2013,DISTRIBUTED SYSTEMS,2,TENENHAUM ANDREW ,COMPUTER,004.36/TEN,,DB,
224DB1011,18/12/2013,TEST YOUR C SKILLS,5,KANETKAR Y. ,E &amp; TC,005.133C,,DB,
224DB1012,18/12/2013,TEST YOUR C SKILLS,5,KANETKAR Y. ,E &amp; TC,005.133C,,DB,
224DB1013,18/12/2013,TEST YOUR C++ SKILLS,,KANETKAR Y. ,COMPUTER,005.133C/KAN,,DB,
224DB1014,18/12/2013,FUNDAMENTALS OF DATA STRUCTURES IN C++,2,HOROWITZ ELLIS ,COMPUTER,005.73/HOR,,DB,
224DB1015,18/12/2013,RESEARCH METHODOLOGY,,KOTHARI C R ,COMPUTER,001.42/KOT,,DB,
224DB1016,18/12/2013,THE DESIGN OF THE UNIX OPERTATING SYSTEMS,,BACH MOURICE ,COMPUTER,005.4469/BAC,,DB,
224DB1017,18/12/2013,WIRELESS COMMUNICATIONS,2,RAPPAPORT THEODERE ,IT,621.382/RAP,,DB,
224DB1018,18/12/2013,DISTRIBUTED OPERATING SYSTEMS,,TENENHAUM ANDREW ,IT,005.44/TEN,,DB,
224DB1019,18/12/2013,ENGINEERING CIRCUIT ANALYSIS,7,HAYT WILLIAM ,E &amp; TC,621.3/HAY,,DB,
224DB1020,18/12/2013,MICROPROCESSOR AND INTERFACING,2,HALL DOUGLAS V. ,E &amp; TC,004.16/HAL,,DB,
224DB1021,18/12/2013,ENGINEERING DRAWING,50,BHATT N.D. ,E &amp; TC,604.2/BHA,,DB,
224DB1022,19/12/2013,ENGINEERING DRAWING,50,BHATT N.D. ,E &amp; TC,604.2/BHA,,DB,
224DB1023,19/12/2013,GATE (E&TC),,HANDA M ,E &amp; TC,371.26/HAN,,DB,
224DB1024,19/12/2013,DATA STRUCTURES THROUGH C++,,KANETKAR Y. ,COMPUTER,005.133/KAN,,DB,
224DB1025,19/12/2013,RF CIRCUIT DESIGN,,LUDWIG REINHOLD ,E &amp; TC,621.3842/LUD,,DB,
224DB1026,27/12/2013,THE POEWER OF HABIT,,DUHIGG C ,COMPUTER,800/DUH,,DB,
224DB1027,27/12/2013,ELEMENTS OF DISCRETE MATHEMATICS,4,LIU C L ,COMPUTER,511/LIU,,DB,
224DB1028,27/12/2013,THE DESIGN OF THE UNIX OPERTATING SYSTEMS,,BACH MOURICE ,COMPUTER,005.4469/BAC,,DB,
224DB1029,27/12/2013,ARTIFICIALS INTELLIGENCE,,PATIL VINAY ,IT,006.3/PAT,,DB,
224DB1030,27/12/2013,GRAPHICS UNDER C,,KANETKAR Y. ,COMPUTER,005.133C,,DB,
224DB1031,27/12/2013,LET US C SOLUTIONS,6,KANETKAR Y. ,COMPUTER,005.133C/KAN,,DB,
224DB1032,27/12/2013,TEST YOUR C SKILLS,5,KANETKAR Y. ,E &amp; TC,005.133C,,DB,
224DB1033,27/12/2013,TEST YOUR C SKILLS,5,KANETKAR Y. ,E &amp; TC,005.133C,,DB,
224DB1034,27/12/2013,TEST YOUR C SKILLS,5,KANETKAR Y. ,E &amp; TC,005.133C,,DB,
224DB1035,27/12/2013,TEST YOUR C SKILLS,5,KANETKAR Y. ,E &amp; TC,005.133C,,DB,
224DB1036,28/12/2013,OBJECT-ORIENTED PROGRAMMING WITH C++,6,BALAGRUSAMY E ,COMPUTER,5.12,,DB,
224DB1037,28/12/2013,OBJECT-ORIENTED PROGRAMMING WITH C++,5,BALAGRUSAMY E ,COMPUTER,005.12/BAL,,DB,
224DB1038,30/12/2013,SYSTEM ANALYSIS AND DESIGN,,GOYAL A ,COMPUTER,004.21/GOY,,DB,
224DB1039,30/12/2013,SOFTWARE ARCHITECTURE,,VARMA V ,COMPUTER,005.1/VAR,,DB,
224DB1040,30/12/2013,OBJECT-ORIENTED ANALYSIS & DESIGN,,KAHATE ATUL ,COMPUTER,5.12,,DB,
224DB1041,30/12/2013,OBJECT-ORIENTED ANALYSIS & DESIGN,,HAIGH A ,COMPUTER,005.12/HAI,,DB,
224DB1042,30/12/2013,DATA STRUCTURES VIA C++ OBJECTS BY EVOLUTION,,BERMAN MICHAEL A ,COMPUTER,005.73/BER,,DB,
224DB1043,30/12/2013,PROGRAMMING WITH JAVA A PRIMER,4,BALAGRUSAMY E  ,E &amp; TC,005.133J/BAL,,DB,75
224DB1044,11/01/2014,OBJECT-ORIENTED PROGRAMMING WITH C++,3,BALAGRUSAMY E ,COMPUTER,005.12/BAL,,DB,
224DB1045,15/01/2014,OBJECT-ORIENTED PROGRAMMING WITH C++,3,BALAGRUSAMY E ,COMPUTER,005.12/BAL,,DB,
224DB1046,15/01/2014,TEST YOUR C++ SKILLS,5,KANETKAR Y. ,IT,005.133C/KAN,,DB,
224DB1047,15/01/2014,GATE (E&TC),, ,IT,371.26/GKP,,DB,
224DB1048,15/01/2014,ANTENNA THEORY,2,BALANIS C.A. ,E &amp; TC,621.3824/BAL,,DB,
224DB1049,15/01/2014,INTRODUCTION TO ARTIFICIAL NEURAL SYSTEMS,,ZURADA JACEK ,E &amp; TC,006.32/ZUR,,DB,
224DB1050,15/01/2014,ELECTROMAGNETIC FIELD THEORY AND TRANSMISSIAN LINES,,RAJU G S N ,E &amp; TC,621.3,,DB,
224DB1051,15/01/2014,ELECTROMAGNETIC FIELD THEORY AND TRANSMISSIAN LINES,,RAJU G S N ,E &amp; TC,621.3,,DB,
224DB1052,15/01/2014,THE ART OF ELECTRONICS,2,HOROWITZ PAUL ,E &amp; TC,621.381/HOR,,DB,
224DB1053,15/01/2014,ADVANCED DIGITAL SYSTEMS EXPRIMENTS AND CONCEPTS WITH CPLD,,CHARTRAND LEO ,E &amp; TC,621.3815/CHA,,DB,
224DB1054,15/01/2014,FUNDAMENTALS OF MICROPROCESSORS AND MICROCOMPUTERS,,BADRI RAM ,E &amp; TC,004.16/BAD,,DB,
224DB1055,15/01/2014,ADVANCED COMPUTER ARCHITECTURE,,HWANG KAI ,E &amp; TC,004.22/HWA,,DB,
224DB1056,15/01/2014,POWER ELECTRONICS,,JACOB J M ,E &amp; TC,621.317/JAC,,DB,
224DB1057,15/01/2014,DIGITAL IMAGE PROCESSING AND COMPUTER VISION,,SONKA MILAN ,E &amp; TC,621.36722/SON,,DB,
224DB1058,15/01/2014,FUNDAMENTALS OF POWER ELECTRONICS,,SHAFFER R ,E &amp; TC,621.317/SHA,,DB,
224DB1059,15/01/2014,PRINCIPLES OF DIGITAL SYSTEMS DESIGN USING VHDL,,ROTH CHARLES H. ,E &amp; TC,621.395/ROT,,DB,
224DB1060,15/01/2014,DIGITAL INTEGRATED CIRCUITS,,GONZALES MICHAEL ,E &amp; TC,621.3813/RAB,,DB,
224DB1061,15/01/2014,DIGITAL IMAGE PROCESSING,2,GONZALES MICHAEL ,E &amp; TC,621.36722/GON,,DB,
224DB1062,15/01/2014,OBJECT-ORIENTED PROGRAMMING WITH C++,6,BALAGRUSAMY E ,COMPUTER,5.12,,DB,
224DB1063,15/01/2014,8051 MICROCONTROLLER,3,AYALA KENNETH ,E &amp; TC,629.895/AYA,,DB,
224DB1064,15/01/2014,LECTURES FROM COLOMBO TO ALMORA,, ,COMPUTER,800/VIV,,DB,
224DB1065,25/01/2014,CRYPTOGRAPHY AND NETWORK SECURITY :,2,KAHATE ATUL ,COMPUTER,005.8/KAH,,DB,
224DB1066,25/01/2014,PROGRAMMING IN C#: A PRIMER,3,BALAGRUSAMY E ,E &amp; TC,005.133C/BAL,,DB,
224DB1067,27/01/2014,LET US C,11,KANETKAR Y. ,COMPUTER,005.133C/KAN,,DB,
224DB1068,27/01/2014,LET US C ++,2,KANETKAR Y. ,COMPUTER,005.133C++/KAN,,DB,
224DB1069,27/01/2014,THE DESIGN OF THE UNIX OPERTATING SYSTEMS,,BACH MOURICE ,COMPUTER,005.4469/BAC,,DB,
224DB1070,27/01/2014,RESEARCH METHODOLOGY,3,KOTHARI R. C. ,ME-COMP,001.42/KOT,,DB,
224DB1071,30/01/2014,DATA STRUCTURES & FILES,,MORE A.J. ,COMPUTER,005.73/MOR,,DB,
